"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
717,US,026-844-329-365-819,2021-04-20,US 201916658366 A,2019-10-21,Method of forming melt-blown non-wovens,BOREALIS AG,BOREALIS AG (2017-05-29),20,0,C08F8/50;;C08K5/14;;C08K5/3435;;C08F2810/10;;C08K5/3435;;C08F2810/10;;C08F8/50;;D01F1/10;;D01F6/06;;D01D5/0985;;C08F8/50;;C08F10/06;;C08K5/14;;C08K5/3435;;D04H1/4291;;C08F2500/12;;C08F8/50;;C08K5/17;;C10G9/007;;D01F1/10;;D04H1/544;;C08K5/3435;;C08F2810/10;;D01D5/088;;D01D5/08;;D01D5/0985;;D01D5/098;;D04H3/007;;B29K2023/12;;B29L2031/726;;B29K2023/10;;B29K2023/14;;C08F8/50;;C08K5/14;;D01D1/02;;D10B2321/022,C08F8/06;;B29K23/00;;B29L31/00;;C08F8/32;;C08F8/50;;C08F110/06;;C08J3/22;;C08K5/14;;C08K5/1575;;C08K5/17;;C08K5/3435;;C08K5/357;;C08L23/10;;C08L23/12;;C08L23/14;;D01D1/02;;D01D5/08;;D01D5/088;;D01D5/098;;D01F6/06;;D04H3/007,
718,EP,175-882-653-825-59X,2014-06-18,EP 14156149 A,2011-08-11,Easy tear polypropylene film without notch,BOREALIS AG;;PT ISKI,,25,3,B32B15/08;;B32B15/20;;B32B2439/80;;C08J5/18;;C08J2323/10;;C08J2323/12;;C08J2323/14;;C08J2323/16;;C08L23/10;;C08L23/12;;C08L23/14;;C08L2205/02;;C08L2205/24;;B32B27/30;;B32B27/302;;B32B27/32;;B32B2270/00;;B32B2307/306;;B32B2307/31;;B32B2307/412;;B32B2307/518;;B32B2307/546;;B32B2307/582;;B32B2307/704;;B32B2307/732;;B32B2307/75;;B32B2439/70;;C08L2205/025;;C08L2666/06,C08J5/18;;C08L23/10;;C08L23/16,
719,WO,087-000-783-833-646,2022-11-17,EP 2022062865 W,2022-05-12,HIGH MELT STRENGTH POLYPROPYLENE,BOREALIS AG,,31,2,C08F255/02;;C08J3/28;;C08F291/18;;C08J2351/06;;C08J9/141;;C08J2203/14;;C08J2201/03;;C08J2205/052;;C08F255/02;;C08F291/18;;C08F236/22;;C08J3/28;;C08J9/141;;C08J2351/06;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08F255/02;;C08J3/203;;C08J3/28;;C08J2351/06;;C08K5/09,C08F255/02;;C08F291/18,
720,WO,044-972-103-795-444,2014-10-30,EP 2014001068 W,2014-04-22,POLYPROPYLENE COMPOSITION WITH IMPROVED IMPACT RESISTANCE FOR PIPE APPLICATIONS,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,5,7,C08F210/06;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08F2/001;;C08F210/06;;C08F2500/12;;C08J3/20;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08J5/00;;C08L2203/18;;C08L2205/025;;C08F210/06;;B29B9/06;;B29K2023/06;;B29K2023/12;;B29K2105/0085;;B29K2105/0094;;B29K2995/0089;;C08J5/00;;C08J2323/14;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12,C08L23/14;;C08F2/00;;F16L9/12,
721,US,140-112-606-052-079,2016-02-25,US 201414781186 A,2014-04-22,POLYPROPYLENE COMPOSITION WITH IMPROVED IMPACT RESISTANCE FOR PIPE APPLICATIONS,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG;;ABU DHABI POLYMERS CO LTD BOROUGE,BOREALIS AG (2016-03-30);;ABU DHABI POLYMERS COMPANY LIMITED (BOROUGE) (2016-03-30),18,1,C08F210/06;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08F2/001;;C08F210/06;;C08F2500/12;;C08J3/20;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08J5/00;;C08L2203/18;;C08L2205/025;;C08F210/06;;B29B9/06;;B29K2023/06;;B29K2023/12;;B29K2105/0085;;B29K2105/0094;;B29K2995/0089;;C08J5/00;;C08J2323/14;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12,C08F210/06;;B29B9/06;;C08J5/00,
722,CA,030-402-269-466-808,2022-09-29,CA 3214605 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10;;B29B17/02,
723,US,095-996-521-481-348,2024-09-10,US 202218283128 A,2022-03-25,Mixed-plastics-polypropylene blend,BOREALIS AG,BOREALIS AG (2023-08-16),16,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/12;;B29B9/06;;B29B17/02;;B29B17/04;;B29K23/00;;B29K25/00;;B29K77/00,
724,US,023-249-636-182-275,2022-11-08,US 201816646972 A,2018-09-26,Reinforced polymer composition,BOREALIS AG,BOREALIS AG (2020-01-21),18,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K7/06;;C08K2201/019;;C08L23/16;;C08L23/26;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08J5/042;;C08K3/04;;C08K7/06;;C08L23/06;;C08L2207/02,C08L23/12;;C08J5/04;;C08K3/04;;C08K7/06;;C08L23/06,
725,TW,019-204-619-878-058,2022-11-16,TW 111117817 A,2022-05-12,High melt strength polypropylene,BOREALIS AG,,0,0,C08F255/02;;C08J3/28;;C08F291/18;;C08J2351/06;;C08J9/141;;C08J2203/14;;C08J2201/03;;C08J2205/052;;C08F255/02;;C08F291/18;;C08F236/22;;C08J3/28;;C08J9/141;;C08J2351/06;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08F255/02;;C08J3/203;;C08J3/28;;C08J2351/06;;C08K5/09,C08F10/06;;C08J3/20;;C08J3/28;;C08K5/09,
726,EP,085-940-240-086-59X,2016-06-22,EP 14197888 A,2014-12-15,Synergistic visbreaking composition of peroxide and hydroxylamine ester for increasing the visbreaking efficiency,BOREALIS AG,BOREALIS AG (2022-03-09),9,7,C08F8/50;;C08K5/14;;C08K5/3435;;C08F2810/10;;C08K5/3435;;C08F2810/10;;C08F8/50;;D01F1/10;;D01F6/06;;D01D5/0985;;C08F8/50;;C08F10/06;;C08K5/14;;C08K5/3435;;D04H1/4291;;C08F2500/12;;C08F8/50;;C08K5/17;;C10G9/007;;D01F1/10;;D04H1/544;;C08K5/3435;;C08F2810/10;;D01D5/088;;D01D5/08;;D01D5/0985;;D01D5/098;;D04H3/007;;B29K2023/12;;B29L2031/726;;B29K2023/10;;B29K2023/14;;C08F8/50;;C08K5/14;;D01D1/02;;D10B2321/022,C08K5/3435;;C08F8/50,
727,CN,087-770-756-643-776,2020-05-01,CN 201880058712 A,2018-09-26,REINFORCED POLYMER COMPOSITION,BOREALIS AG,,10,1,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K7/06;;C08K2201/019;;C08L23/16;;C08L23/26;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08J5/042;;C08K3/04;;C08K7/06;;C08L23/06;;C08L2207/02,C08L23/12,
728,WO,112-030-368-900-380,2019-04-04,EP 2018076111 W,2018-09-26,REINFORCED POLYMER COMPOSITION,BOREALIS AG,,12,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K7/06;;C08K2201/019;;C08L23/16;;C08L23/26;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08J5/042;;C08K3/04;;C08K7/06;;C08L23/06;;C08L2207/02,C08L23/12,
729,US,172-931-467-534-237,2024-03-21,US 202218283128 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,BOREALIS AG (2023-08-16),1,1,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/12,
730,CN,076-734-048-002-954,2023-12-29,CN 202280033715 A,2022-05-12,High melt strength polypropylene,BOREALIS AG,,0,0,C08F255/02;;C08J3/28;;C08F291/18;;C08J2351/06;;C08J9/141;;C08J2203/14;;C08J2201/03;;C08J2205/052;;C08F255/02;;C08F291/18;;C08F236/22;;C08J3/28;;C08J9/141;;C08J2351/06;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08F255/02;;C08J3/203;;C08J3/28;;C08J2351/06;;C08K5/09,C08F255/02,
731,WO,060-738-330-614-097,2012-02-09,EP 2011063250 W,2011-08-01,HETEROPHASIC PROPYLENE COPOLYMER WITH EXCELLENT IMPACT/STIFFNESS BALANCE,BOREALIS AG;;KOCK CORNELIA;;DOSHEV PETAR;;POTTER ELISABETH;;GSELLMANN GUENTER;;LESKINEN PAULI,,16,17,C08F297/086;;C08F210/06;;C08L23/12;;C08L23/16;;C08L2205/03;;C08L2205/035;;C08L2308/00;;C08L2314/02;;C08L23/14;;C08F210/06;;C08F297/086;;C08L23/12;;C08L23/16;;C08L2205/03;;C08L2205/035;;C08L2308/00;;C08L2314/02,C08L23/10;;C08F297/08;;C08L23/12,
732,RU,022-986-369-661-91X,2020-12-23,RU 2020107677 A,2018-08-24,POLYPROPYLENE COMPOSITION WITH LOW SHRINKAGE IN WIDE RANGE OF APPLICATION TEMPERATURES,BOREALIS AG,,0,0,C08F210/16;;C08L23/12;;C08L2205/025;;C08L2207/02;;C08F2/001;;C08F210/16;;C08L23/12;;C08L23/12;;C08F2/001;;C08F4/65927;;C08F210/02;;C08F210/06;;C08F2500/17;;C08F2500/33;;C08F2500/34;;C08F2500/37;;C08L2201/00;;C08L2205/025;;C08L2207/02;;C08L2314/06,C08L23/16;;C08F2/00;;C08F210/16,
733,EP,038-353-640-945-735,2019-04-03,EP 17194161 A,2017-09-29,REINFORCED POLYMER COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),8,1,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K7/06;;C08K2201/019;;C08L23/16;;C08L23/26;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08J5/042;;C08K3/04;;C08K7/06;;C08L23/06;;C08L2207/02,C08L23/12,
734,WO,073-093-393-893-413,2022-09-29,EP 2022057953 W,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,,5,7,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10,
735,US,117-318-843-237-659,2024-05-30,US 202218283509 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,BOREALIS AG (2023-09-22),0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,B29B17/02;;B29B17/04;;B29K23/00;;B29K105/26;;C08L23/12;;C08L23/16,
736,CA,118-546-464-888-663,2022-09-29,CA 3214308 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10,
737,TW,054-703-056-520-137,2022-11-16,TW 111111510 A,2022-03-25,Mixed-plastics-polypropylene blend,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08J11/06;;C08K5/14;;C08L23/12,
738,US,056-435-788-668-414,2016-07-21,US 201415022664 A,2014-09-23,"POLYMER COMPOSITION WITH HIGH XS, HIGH TM SUITABLE FOR BOPP PROCESSING",BOREALIS AG;;ABU DHABI POLYMERS CO LTD BOROUGE LLC,BOREALIS AG (2016-03-22);;ABU DHABI POLYMERS CO. LTD (BOROUGE) LLC (2016-04-20),0,33,C08L23/12;;C08F210/06;;C08L23/14;;C08L2203/16;;C08L2308/00;;C08L2314/02;;C08L23/12;;C08J5/18;;C08L23/16;;C08L23/12;;C08F210/06;;C08J5/18;;C08J2323/12;;C08J2323/16;;C08L23/14;;C08L23/16;;C08L2203/16;;C08L2205/02;;C08L2308/00;;C08L2314/02,C08L23/12;;C08J5/18;;C08L23/16,
739,MX,099-339-966-150-547,2016-07-21,MX 2016003569 A,2014-09-23,"POLYMER COMPOSITION WITH HIGH XS, HIGH TM SUITABLE FOR BOPP PROCESSING.",BOREALIS AG,,0,0,C08L23/12;;C08F210/06;;C08L23/14;;C08L2203/16;;C08L2308/00;;C08L2314/02;;C08L23/12;;C08J5/18;;C08L23/16;;C08L23/12;;C08F210/06;;C08J5/18;;C08J2323/12;;C08J2323/16;;C08L23/14;;C08L23/16;;C08L2203/16;;C08L2205/02;;C08L2308/00;;C08L2314/02,C08L23/12,
740,CN,113-156-015-076-170,2023-05-16,CN 202180059111 A,2021-07-29,Upgraded regenerated polyethylene polypropylene blends,BOREALIS AG,,4,0,C08L2207/20;;C08L23/08;;C08L2205/035;;C08L2207/02;;Y02W30/62;;C08L23/08;;C08L2205/035;;C08L2207/02;;C08L2207/20,C08L23/08,
741,MX,027-638-037-046-25X,2020-10-12,MX 2020002529 A,2018-09-26,REINFORCED POLYMER COMPOSITION.,BOREALIS AG,,0,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K7/06;;C08K2201/019;;C08L23/16;;C08L23/26;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08J5/042;;C08K3/04;;C08K7/06;;C08L23/06;;C08L2207/02,C08L23/12,
742,CA,104-214-594-597-953,2024-04-16,CA 3214308 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10,
743,CN,164-891-298-334-301,2023-11-17,CN 202280023137 A,2022-03-25,Hybrid plastic polypropylene blends,BOREALIS AG,,3,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10,
744,AU,179-150-698-140-086,2023-11-09,AU 2022/242772 A,2022-03-25,MIXED-PLASTICS-POLYPROPYLENE BLEND,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08L23/10,
745,US,053-794-253-390-394,2011-05-12,US 99002609 A,2009-04-23,Adhesive Propylene Polymer Composition Suitable for Extrusion Coating of Paper Substrates,BOREALIS AG,,6,14,B32B27/10;;A61B50/30;;A61B50/33;;A61B2050/3008;;B32B25/06;;B32B27/14;;B32B27/18;;B32B27/20;;B32B27/306;;B32B27/32;;B32B27/327;;B32B2270/00;;B32B2307/30;;B32B2307/306;;B32B2307/412;;B32B2307/50;;B32B2439/70;;B32B2439/80;;B32B2553/00;;C08L23/0853;;C08L51/06;;C08L2666/24;;C09J123/10;;Y10T428/31808;;Y10T428/31895;;Y10T428/31899;;Y10T428/31902;;Y10T428/31906;;C09J123/12;;A61B50/30;;A61B50/33;;A61B2050/3008;;B32B25/06;;B32B27/10;;B32B27/14;;B32B27/18;;B32B27/20;;B32B27/306;;B32B27/32;;B32B27/327;;B32B2255/12;;B32B2270/00;;B32B2307/30;;B32B2307/306;;B32B2307/412;;B32B2307/50;;B32B2323/10;;B32B2439/70;;B32B2439/80;;B32B2553/00;;C08L23/0853;;C08L51/06;;C08L2666/24;;C09J5/00;;C09J123/10;;C09J123/30;;C09J2423/10;;Y10T428/31808;;Y10T428/31895;;Y10T428/31899;;Y10T428/31902;;Y10T428/31906,B32B27/10;;C08K5/1539;;C09J137/00,428/486;;428/511;;428/512;;428/514;;524/112;;524/517
746,WO,011-751-647-151-851,2009-11-05,EP 2009054892 W,2009-04-23,ADHESIVE PROPYLENE POLYMER COMPOSITION SUITABLE FOR EXTRUSION COATING OF PAPER SUBSTRATES,BOREALIS AG;;LAIHO ERKKI;;NUMMILA-PAKARINEN AULI;;PACHNER ELKE;;RAJALA HANNA;;SAINIO MARKKU;;YLI-PELTOLA JUHA,,7,11,B32B27/10;;A61B50/30;;A61B50/33;;A61B2050/3008;;B32B25/06;;B32B27/14;;B32B27/18;;B32B27/20;;B32B27/306;;B32B27/32;;B32B27/327;;B32B2270/00;;B32B2307/30;;B32B2307/306;;B32B2307/412;;B32B2307/50;;B32B2439/70;;B32B2439/80;;B32B2553/00;;C08L23/0853;;C08L51/06;;C08L2666/24;;C09J123/10;;Y10T428/31808;;Y10T428/31895;;Y10T428/31899;;Y10T428/31902;;Y10T428/31906;;C09J123/12;;A61B50/30;;A61B50/33;;A61B2050/3008;;B32B25/06;;B32B27/10;;B32B27/14;;B32B27/18;;B32B27/20;;B32B27/306;;B32B27/32;;B32B27/327;;B32B2255/12;;B32B2270/00;;B32B2307/30;;B32B2307/306;;B32B2307/412;;B32B2307/50;;B32B2323/10;;B32B2439/70;;B32B2439/80;;B32B2553/00;;C08L23/0853;;C08L51/06;;C08L2666/24;;C09J5/00;;C09J123/10;;C09J123/30;;C09J2423/10;;Y10T428/31808;;Y10T428/31895;;Y10T428/31899;;Y10T428/31902;;Y10T428/31906,C09D123/10;;B32B27/10;;B32B27/32,
747,TW,033-660-185-920-373,2022-11-16,TW 111111511 A,2022-03-25,Mixed-plastics-polypropylene blend,BOREALIS AG,,0,0,C08L23/10;;B29B17/02;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B2017/0224;;B29B17/0026;;B29K2023/12;;B29B2017/0234;;B29B2017/0203;;B29B2017/0279;;B29B17/04;;B29B2017/0289;;Y02W30/62;;C08L23/10;;B29B17/02;;B29B17/0026;;C08L2207/20;;C08L2203/16;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0279;;B29B2017/0289;;B29K2023/12;;Y02W30/62;;C08L25/06;;C08L77/02;;C08L2207/02;;B29B9/06;;B29B17/0404;;B29B2017/0224;;B29K2023/12;;B29K2025/06;;B29K2077/00;;B29K2995/0012;;B29K2995/0063;;B29K2995/0077;;B29K2995/0078;;C08L23/12;;C08L2203/16;;C08L2207/02;;C08L2207/20;;B29B17/02;;B29B17/0412;;B29B2017/0203;;B29B2017/0289;;B29K2023/14;;B29K2105/26;;B29K2995/002;;C08L23/16;;C08L2205/025,C08J11/06;;C08K5/14;;C08L23/12,
